workout_name,rating_number,rating_name,workout_type,workout_muscle,workout_equipment,workout_level,workout_img_1,workout_img_2,muscle_group_img,instructions
Burpee,8.8,Excellent,Cardio,Quadriceps,Body Only,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3153/Male/m/3153_3.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3153/Male/m/3153_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.)  Begin standing with your legs shoulder-width apart.

2.)  Place your hands on the floor and kick your legs back so you end up with your stomach and thighs on the floor. Your elbows should be bent.

3.)  From this position, press up like you're doing a push-up and push your hips up.

4.)  Jump your feet under your hips and stand.

5.)  Finish the movement by jumping in the air and bringing your hands over your head.

6.)  Repeat.

"
Trail Running/Walking,8.7,Excellent,Cardio,Quadriceps,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/657/Male/m/657_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/657/Male/m/657_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Running or hiking on trails will get the blood pumping and heart beating almost immediately. Make sure you have good shoes. While you use the muscles in your calves and buttocks to pull yourself up a hill, the knees, joints and ankles absorb the bulk of the pounding coming back down. Take smaller steps as you walk downhill, keep your knees bent to reduce the impact and slow down to avoid falling.

2.)  A 150 lb person can burn over 200 calories for 30 minutes walking uphill, compared to 175 on a flat surface. If running the trail, a 150 lb person can burn well over 500 calories in 30 minutes.

"
Skating,8.4,Excellent,Cardio,Quadriceps,Other,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/654/Male/m/654_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/654/Male/m/654_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Roller skating is a fun activity which can be effective in improving cardiorespiratory fitness and muscular endurance. It requires relatively good balance and coordination. It is necessary to learn the basics of skating including turning and stopping and to wear protective gear to avoid possible injury. 

2.) You can skate at a comfortable pace for 30 minutes straight. If you want a cardio challenge, do interval skating – speed skate two minutes of every five minutes, using the remaining three minutes to recover. A 150 lb person will typically burn about 175 calories in 30 minutes skating at a comfortable pace, similar to brisk walking. 

"
Jog In Place,8.4,Excellent,Cardio,Quadriceps,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2963/Male/m/2963_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2963/Male/m/2963_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.)  Begin standing with your feet shoulder-width apart. Your arms should be bent and at your sides.

2.)  Lift your right knee up until it reaches your waist. Your left arm should swing forward while your right arm swings back.  Keep your left knee slightly bent and allow it to spring.

3.)  Return your right foot to the ground as you lift your left knee.  Swing your right arm forward and your left arm back. Keep your right knee slightly bent and allow it to spring. Try to keep your weight on your toes as you alternate through the movement. 

"
"Running, Treadmill",8.4,Excellent,Cardio,Quadriceps,Machine,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/653/Male/m/653_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/653/Male/m/653_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) To begin, step onto the treadmill and select the desired option from the menu. Most treadmills have a manual setting, or you can select a program to run. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. Elevation can be adjusted to change the intensity of the workout. 

2.) Treadmills offer convenience, cardiovascular benefits, and usually have less impact than running outside. A 150 lb person will burn over 450 calories running 8 miles per hour for 30 minutes. Maintain proper posture as you run, and only hold onto the handles when necessary, such as when dismounting or checking your heart rate.

"
"Bicycling, Stationary",8.3,Excellent,Cardio,Quadriceps,Machine,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/647/Male/m/647_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/647/Male/m/647_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) To begin, seat yourself on the bike and adjust the seat to your height.

2.) Select the desired option from the menu. You may have to start pedaling to turn it on. You can use the manual setting, or you can select a program to use. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. The level of resistance can be changed throughout the workout. The handles can be used to monitor your heart rate to help you stay at an appropriate intensity.

"
Jogging-Treadmill,8.3,Excellent,Cardio,Quadriceps,Machine,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/649/Male/m/649_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/649/Male/m/649_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) To begin, step onto the treadmill and select the desired option from the menu. Most treadmills have a manual setting, or you can select a program to run. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. Elevation can be adjusted to change the intensity of the workout. 

2.) Treadmills offer convenience, cardiovascular benefits, and usually have less impact than jogging outside. A 150 lb person will burn almost 250 calories jogging for 30 minutes, compared to more than 450 calories running. Maintain proper posture as you jog, and only hold onto the handles when necessary, such as when dismounting or checking your heart rate. 

"
Recumbent Bike,8.2,Excellent,Cardio,Quadriceps,Machine,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/650/Male/m/650_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/650/Male/m/650_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) To begin, seat yourself on the bike and adjust the seat to your height. 

2.)  Select the desired option from the menu. You may have to start pedaling to turn it on. You can use the manual setting, or you can select a program to use. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. The level of resistance can be changed throughout the workout. The handles can be used to monitor your heart rate to help you stay at an appropriate intensity.

3.) Recumbent bikes offer convenience, cardiovascular benefits, and have less impact than other activities. A 150 lb person will burn about 230 calories cycling at a moderate rate for 30 minutes, compared to 450 calories or more running. 

"
"Walking, Treadmill",8.2,Excellent,Cardio,Quadriceps,Machine,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/658/Male/m/658_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/658/Male/m/658_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) To begin, step onto the treadmill and select the desired option from the menu. Most treadmills have a manual setting, or you can select a program to run. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. Elevation can be adjusted to change the intensity of the workout. 

2.) Treadmills offer convenience, cardiovascular benefits, and usually have less impact than walking outside. When walking, you should move at a moderate to fast pace, not a leisurely one. Being an activity of lower intensity, walking doesn’t burn as many calories as some other activities, but still provides great benefit. A 150 lb person will burn about 175 calories walking 4 miles per hour for 30 minutes, compared to 450 calories running twice as fast. Maintain proper posture as you walk, and only hold onto the handles when necessary, such as when dismounting or checking your heart rate. 

"
Prowler Sprint,7.4,Good,Cardio,Hamstrings,Other,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1331/Male/m/1331_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1331/Male/m/1331_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-8.gif,"1.) Place your sled on an appropriate surface, loaded to a suitable weight. The sled should provide enough resistance to require effort, but not so heavy that you are significantly slowed down.

2.)  You may use the upright or the low handles for this exercise. Place your hands on the handles with your arms extended, leaning into the implement.

3.)  With good posture, drive through the ground with alternating, short steps. Move as fast as you can for a short distance. 

"
Punches,n/a,Not Yet Rated,Cardio,Shoulders,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3043/Male/m/3043_4.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3043/Male/m/3043_3.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.)  Start with your feet shoulder width apart, and place your dominant foot forward slightly. Bend your knees, and hold your hands up near the top of your chest. 

2.)  Starting with your dominant arm first, punch your arm forward, slightly rotating your shoulder, and twisting at the torso. The target of your punch should be straight in front of you and at shoulder height. 

3.)  As you retract your dominant arm by pulling your elbow back to your side, extend your other arm forward, again rotating at the shoulder and torso. Make sure to keep your abs flexed during the movement. 

"
Bear Crawl Fire Feet,n/a,Not Yet Rated,Cardio,Shoulders,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5363/Male/m/5363_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5363/Male/m/5363_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.)  Bend down so that your hands are on the ground and your feet hip-distance a part. Your shoulders should be stacked over your wrists, your knees bent to 90 degrees, your back flat, and abs engaged. This will be your starting position. 

2.)  Keeping your hands in contact with the ground, pick up your feet rapidly, like you're running. Make sure to hold your bear crawl position throughout the exercise, keeping your back flat and core tight. 

3.)  As you retract your dominant arm by pulling your elbow back to your side, extend your other arm forward, again rotating at the shoulder and torso. Make sure to keep your abs flexed during the movement. 

"
Dynamic Chest Stretch,5.8,Good,Stretching,Chest,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/587/Male/m/587_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/587/Male/m/587_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-1.gif,"1.) Stand with your hands together, arms extended directly in front of you. This will be your starting position.

2.)  Keeping your arms straight, quickly move your arms back as far as possible and back in again, similar to an exaggerated clapping motion. Repeat 5-10 times, increasing speed as you do so. 

"
Behind Head Chest Stretch,4.9,Average,Stretching,Chest,Other,Expert,https://www.bodybuilding.com/exercises/exerciseImages/sequences/582/Male/m/582_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/582/Male/m/582_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-1.gif,"1.)  Sit on the floor with your legs comfortably in front of you. Your chest should be up and your back straight. Put your hands on the back of your head and interlace your fingers. This will be your starting position

2.)  Have your partner stand behind you and put his/her hands on the inside of your elbows. Allow them to pull back on your elbows until you feel a stretch in your chest and front delts. Hold for 10 seconds.

3.)  After 10 seconds, try to bring your elbows in against your partner's resistance. Hold that contraction for 6 seconds.

4.)  Now, relax your muscles and have your partner gently pull the elbows back as far as it comfortable for you for 30 seconds. (If you want, try contracting your upper back for greater ROM gains.)

"
Elbows Back,4.8,Average,Stretching,Chest,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/465/Male/m/465_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/465/Male/m/465_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-1.gif,"1.) Stand up straight.

2.)  Place both hands on your lower back, fingers pointing downward and elbows out.

3.) Then gently pull your elbows back aiming to touch them together.

"
Chest Stretch on Stability Ball,3.6,Average,Stretching,Chest,Exercise Ball,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/584/Male/m/584_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/584/Male/m/584_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-1.gif,"1.) Get on your hands and knees next to an exercise ball.

2.)  Place your elbows on top of the ball, keeping your arm out to your side. This will be your starting position.

3.)  Lower your torso towards the floor, keeping your elbow on top of the ball. Hold the stretch for 20-30 seconds, and repeat with the other arm.

"
Chest And Front Of Shoulder Stretch,3,Average,Stretching,Chest,Other,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/421/Male/m/421_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/421/Male/m/421_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-1.gif,"1.) Start off by standing with your legs together, holding a bodybar or a broomstick.

2.)  Take a slightly wider than shoulder width grip on the pole and hold it in front of you with your palms facing down.

3.)  Carefully lift the pole up and behind your head.

"
Kneeling Forearm Stretch,5.2,Good,Stretching,Forearms,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/468/Male/m/468_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/468/Male/m/468_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-2.gif,"1.) Start by kneeling on a mat with your palms flat and your fingers pointing back toward your knees.

2.)  Slowly lean back keeping your palms flat on the floor until you feel a stretch in your wrists and forearms. Hold for 20-30 seconds.

"
Wrist Circles,2.5,Average,Stretching,Forearms,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/265/Male/m/265_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/265/Male/m/265_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-2.gif,"1.)   Start by standing straight with your feet being shoulder width apart from each other.  Elevate your arms to the side of you until they are fully extended and parallel to the floor at a height that is evenly aligned with your shoulders.  Tip: Your torso and arms should form the letter T:  Your palms should be facing down.  This is the starting position.

2.)  Keeping your entire body stationary except for the wrists, begin to rotate both wrists forward in a circular motion.  Tip: Pretend that you are trying to draw circles by using your hands as the brush.  Breathe normally as you perform this exercise.

3.)  Repeat for the recommended amount of repetitions.

"
One Arm Against Wall,5.8,Good,Stretching,Lats,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/478/Male/m/478_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/478/Male/m/478_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-3.gif,"1.) From a standing position, place a bent arm against a wall or doorway. 

2.)  Slowly lean toward your arm until you feel a stretch in your lats.

"
Dynamic Back Stretch,4.8,Average,Stretching,Lats,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/586/Male/m/586_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/586/Male/m/586_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-3.gif,"1.) Stand with your feet shoulder width apart. This will be your starting position.

2.)  Keeping your arms straight, swing them straight up in front of you 5-10 times, increasing the range of motion each time until your arms are above your head.

"
Latissimus Dorsi-SMR,4.7,Average,Stretching,Lats,Foam Roll,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/600/Male/m/600_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/600/Male/m/600_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-3.gif,"1.) While lying on the floor, place a foam roll under your back and to one side, just behind your arm pit. This will be your starting position. 

2.) Keep the arm of the side being stretched behind and to the side of you as you shift your weight onto your lats, keeping your upper body off of the ground. Hold for 10-30 seconds, and switch sides.

"
One Handed Hang,3.6,Average,Stretching,Lats,Other,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/446/Male/m/446_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/446/Male/m/446_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-3.gif,"1.) Grab onto a chinup bar with one hand, using a pronated grip. Keep your feet on the floor or a step. Allow the majority of your weight to hang from that hand, while keeping your feet on the ground. Hold for 10-20 seconds and switch sides.

"
Chair Lower Back Stretch,3.2,Average,Stretching,Lats,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/487/Male/m/487_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/487/Male/m/487_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-3.gif,"1.)  Sit upright on a chair. 

2.) Bend to one side with your arm over your head. You can hold onto the chair with your free hand.

3.) Hold for 10 seconds, and repeat for your other side.

"
Overhead Lat,1,Average,Stretching,Lats,Other,Expert,https://www.bodybuilding.com/exercises/exerciseImages/sequences/609/Male/m/609_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/609/Male/m/609_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-3.gif,"1.) Sit upright on the floor with your partner behind you. Raise one arm straight up, and flex the elbow, attempting to touch your hand to your back. Your parner should hold your tricep and wrist. This will be your starting position. 

2.) Attempt to pull your upper arm to your side as your partner prevents you from doing actually doing so.

3.)  After 10-20 seconds, relax the arm and allow your partner to further stretch the lat by applying gentle pressure to the tricep. Hold for 10-20 seconds, and then switch sides. 

"
Side-Lying Floor Stretch,1,Average,Stretching,Lats,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/440/Male/m/440_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/440/Male/m/440_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-3.gif,"1.) First lie on your left side, bending your left knee in front of you to stabilize your torso (use your abdominal muscles as well to hold you upright).

2.)  Straighten your right leg and rest the right foot on the floor behind your left. Straighten your right arm over your head and gently pull on your right wrist to stretch the entire right side of the body. Switch sides.

"
Rhomboids-SMR,5.7,Good,Stretching,Middle Back,Foam Roll,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/616/Male/m/616_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/616/Male/m/616_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-4.gif,"1.) Lay down with your back on the floor. Place a foam roll underneath your upper back, and cross your arms in front  of you, protracting your shoulders. This will be your starting position.

2.)  Raise your hips off of the ground, placing your weight onto the foam roll. Shift your weight to one side at a time, rolling over your middle and upper back. Pause at points of tension for 10-30 seconds. 

"
Spinal Stretch,5.3,Good,Stretching,Middle Back,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/481/Male/m/481_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/481/Male/m/481_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-4.gif,"1.) Sit in a chair so your back is straight and your feet planted on the floor.

2.)  Interlace your fingers behind your head, elbows out and your chin down.

3.)  Twist your upper body to one side about 3 times as far as you can. Then lean forward and twist your torso to reach your elbow to the floor on the inside of your knee.

4.)  Return to upright position and then repeat for your other side.

"
Upper Back Stretch,4.2,Average,Stretching,Middle Back,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/450/Male/m/450_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/450/Male/m/450_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-4.gif,"1.) Clasp fingers together with your thumbs pointing down, round your shoulders as you reach your hands forward.

"
Middle Back Stretch,3.8,Average,Stretching,Middle Back,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/483/Male/m/483_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/483/Male/m/483_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-4.gif,"1.) Stand so your feet are shoulder width apart and your hands are on your hips.

2.)  Twist at your waist until you feel a stretch. Hold for 10 to 15 seconds, then twist to the other side.

"
Superman,8.3,Excellent,Stretching,Lower Back,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/228/Male/m/228_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/228/Male/m/228_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-5.gif,"1.)  To begin, lie straight and face down on the floor or exercise mat.  Your arms should be fully extended in front of you. This is the starting position.

2.)  Simultaneously raise your arms, legs, and chest off of the floor and hold this contraction for 2 seconds.  Tip: Squeeze your lower back to get the best results from this exercise.   Remember to exhale during this movement.  Note: When holding the contracted position, you should look like superman when he is flying.

3.)  Slowly begin to lower your arms, legs and chest back down to the starting position while inhaling.

4.)  Repeat for the recommended amount of repetitions prescribed in your program.

"
Hug A Ball,5.4,Good,Stretching,Lower Back,Exercise Ball,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/424/Male/m/424_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/424/Male/m/424_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-5.gif,"1.) Seat yourself on the floor.

2.) Straddle an exercise ball between both legs and lower your hips  down toward the floor.

3.)  Hug your arms around the ball to support your body. Adjust your legs so that your feet are flat on the floor and your knees line up over your ankles. Keep a good grip on the ball so it doesn't roll away from you and send you back onto your buttocks.

"
Dancer's Stretch,5.4,Good,Stretching,Lower Back,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/427/Male/m/427_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/427/Male/m/427_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-5.gif,"1.) Sit up on the floor.

2.)  Cross your right leg over your left, keeping the knee bent. Your left leg is straight and down on the floor.

3.)  Place your left arm on your right leg and your right hand on the floor.

4.)  Rotate your upper body to the right, and hold for 10-20 seconds. Switch sides.

"
Child's Pose,5.3,Good,Stretching,Lower Back,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/426/Male/m/426_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/426/Male/m/426_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-5.gif,"1.) Get on your hands and knees, walk your hands in front of you.

2.)  Lower your buttocks down to sit on your heels. Let your arms drag along the floor as you sit back to stretch your entire spine.

3.)  Once you settle onto your heels, bring your hands next to your feet and relax. breathe into your back. Rest your forehead on the floor. Avoid this position if you have knee problems.

"
Pelvic Tilt Into Bridge,5.1,Good,Stretching,Lower Back,None,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/433/Male/m/433_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/433/Male/m/433_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-5.gif,"1.) Lie down with your feet on the floor, heels directly under your knees.

2.)  Lift only your tailbone to the ceiling to stretch your lower back. (Don't lift the entire spine yet.) Pull in your stomach.

3.)  To go into a bridge, lift the entire spine except the neck. 

"
Cat Stretch,4.9,Average,Stretching,Lower Back,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/392/Male/m/392_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/392/Male/m/392_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-5.gif,"1.) Position yourself on the floor on your hands and knees.

2.) Pull your belly in and round your spine, lower back, shoulders, and neck, letting your head drop.

3.)  Hold for 15 seconds.

"
Lower Back-SMR,4.5,Average,Stretching,Lower Back,Foam Roll,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/601/Male/m/601_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/601/Male/m/601_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-5.gif,"1.) In a seated position, place a foam roll under your lower back. Cross your arms in front of you and protract your shoulders. This will be your starting position.

2.)  Raise your hips off of the floor and lean back, keeping your weight on your lower back. Now shift your weight slightly to one side, keeping your weight off of the spine and on the muscles to the side of it. Roll over your lower back, holding points of tension for 10-30 seconds. Repeat on the other side.

"
Hug Knees To Chest,4.4,Average,Stretching,Lower Back,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/398/Male/m/398_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/398/Male/m/398_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-5.gif,"1.) Lie down on your back and pull both knees up to your chest.

2.)  Hold your arms under the knees, not over (that would put to much pressure on your knee joints). 

3.) Slowly pull the knees toward your shoulders. This also stretches your buttocks muscles.

"
Crossover Reverse Lunge,3.9,Average,Stretching,Lower Back,None,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/585/Male/m/585_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/585/Male/m/585_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-5.gif,"1.) Stand with your feet shoulder width apart. This will be your starting position.

2.)  Perform a rear lunge by stepping back with one foot and flexing the hips and front knee. As you do so, rotate your torso across the front leg.

3.)  After a brief pause, return to the starting position and repeat on the other side, continuing in an alternating fashion.

"
Standing Pelvic Tilt,3.1,Average,Stretching,Lower Back,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/412/Male/m/412_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/412/Male/m/412_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-5.gif,"1.) Start off with your feet hip-distance apart. 

2.) Bend your knees slightly to keep them soft and springy.

3.)  You may want to move your pelvis forward and backward and back few times before holding the tailbone forward in this stretch.

"
Pyramid,1,Average,Stretching,Lower Back,Exercise Ball,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/434/Male/m/434_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/434/Male/m/434_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-5.gif,"1.) Start off by rolling your torso forward onto the ball so your hips rest on top of the ball and become the highest point of your body.

2.)  Rest your hands and feet on the floor. Your arms and legs can be slightly bent or straight, depending on the size of the ball, your flexibility, and the length of your limbs. This also helps develop stabilizing strength in your torso and shoulders.

"
Side Neck Stretch,4.8,Average,Stretching,Neck,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/447/Male/m/447_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/447/Male/m/447_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-6.gif,"1.) Start with your shoulders relaxed, gently tilt your head towards your shoulder.

2.)  Assist stretch with a gentle pull on the side of the head.

"
Chin To Chest Stretch,3.8,Average,Stretching,Neck,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/467/Male/m/467_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/467/Male/m/467_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-6.gif,"1.) Get into a seated position on the floor.

2.)  Place both hands at the rear of your head, fingers interlocked, thumbs pointing down and elbows pointing straight ahead. Slowly pull your head down to your chest. Hold for 20-30 seconds. 

"
Neck-SMR,2.8,Average,Stretching,Neck,Other,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/628/Male/m/628_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/628/Male/m/628_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-6.gif,"1.) Using a muscle roller or a rolling pin, place the roller behind your head and against your neck. Make sure that you do not place the roller directly against the spine, but turned slightly so that the roller is pressed against the muscles to either side of the spine. This will be your starting position.

2.)  Starting at the top of your neck, slowly roll down the muscles of your neck, pausing at points of tension for 10-30 seconds. 

"
Intermediate Hip Flexor and Quad Stretch,6.3,Good,Stretching,Quadriceps,Other,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/596/Male/m/596_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/596/Male/m/596_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Lie face down on the floor, with a rope, belt, or band looped around one foot.

2.)  Flex the knee and extend the hip of the leg to be stretched, using both hands to pull on the belt. Your knee and your hip should come off of the floor, creating tension in the hip flexors and quadriceps. Hold the stretch for 10-20 seconds, and repeat on the other leg.

"
